,text,favorite_count,retweet_count,country,sentiment
2234,"Trump: ""I need to show the people I'm not mentally unhinged, unfit for office or abusing my power. So, quick, shoot some migrants in the legs!""",660,108,USA,-0.7158
2235,"No Raids - Close the Camps - Abolish ICE! We are at Grand Central Station in NYC raising awareness about ongoing abuses by the Trump Administration. We will not give up until all migrants, refugees, and asylum-seekers are freed.  https://t.co/C3OUTvn6JJ",659,265,USA,-0.1007
2236,Trump wants to shoot migrants in the legs &amp; build snake infected moats.Stable genius or fucking crazy psychopath?,659,178,USA,-0.7264
2237,"Mass arrests of migrant laborers are inhumane. moreover, they're completely ineffective.If anything:1) enforcement should target employers w/ fines &amp;2) paths to adequate work visas should be made for undocumented folks working at companies in violation#MississippiRaids https://t.co/4E6iR7LvqG",653,263,USA,-0.7178
2238,"US sets a refugee cap of 18,000 for next year -- a new historic low. https://t.co/vMUQnfbX1D",651,371,USA,-0.2732
2239,"On July 23, #AMO's Fort Lauderdale Marine Unit responded to a call about a vessel suspected of smuggling migrants into the US. Agents found 12 Chinese migrants, previously deemed inadmissible, on board. Two US citizens were arrested &amp; the migrants were turned over to USBP agents. https://t.co/thV6ueTZn3",651,341,USA,-0.7964
2240,This is America retreating from our leadership role in the world. Bahamians are neighbors. TPS provides a safe haven for refugees to recover when disasters destroy lives and society. By refusing an open heart to our Caribbean friends we are extinguishing the golden lamp of refuge https://t.co/y9FMCudzCk,648,210,USA,-0.5859
2241,"If white Christian Conservatives had the same passion for migrant children, shooting victims, sick toddlers, young black men, Muslim families, LGBTQ teens, and women's autonomy they claim to have for embryos--they'd actually be pro-life.#TuesdayMotivation https://t.co/nj1TvPBuzs",646,231,USA,-0.3818
2242,"NYT reported the trump campaign just bought 2,000 Facebook adds with the Invasion of migrants as the subject. They have completely ignored what happened in El Paso and are still using the hate speech. Source MSNBC",644,554,USA,-0.7425
2243,The Left is trying to make this evilButIt's just a simple example of merit-based immigration policyIt does not apply to refugeesJust those who are asking to become citizens Shouldn't we use the limited slots for the most productive people possible? https://t.co/1KjiuSkJKt,644,247,USA,-0.7992
2244,"""US won't vaccinate migrant children against the flu at border camps""Really? Imbeciles! If they don't care about sick kids, you'd think they would care about [?]@DHSgov[?] staff being exposed to the flu and taking it home. #VaccinesWork  https://t.co/P7EeCnHmb1",642,364,USA,-0.8354
2245,"The 1997 Flores Agreement set a 20-day limit for detaining migrant children. The Trump administration wants to end it, allowing families to be held in detention for months or even YEARS. This is more than cruel. It's beyond logic and humanity. https://t.co/VQPQ39TRS1",633,563,USA,-0.5233
2246,NY Times: Muslim Refugees 'Distraught' by Trump's Immigration Reforms https://t.co/7FLxZjJVw1  @BreitbartNewsWe The American People Are Distraught That You Come To Our Country &amp; Think That We Have To Accommodate Your WayOf Life! Assimilate To OurConstitution Are Leave,630,500,USA,-0.6239
2247,"That kid who grew up in a refugee camp, got accepted to Harvard, got detained at Logan for eight hours, then kicked out of the country is in Cambridge and will start classes tomorrow https://t.co/Fi3OeZknMQ",628,132,USA,-0.1531
2248,"I'm never uneasy about Muslims or undocumented people or migrant families passing me on the street.No, it's pissed-off, entitled, gun-toting, professed Christian white bigots emboldened by this President who terrify me.#MondayMorning#MondayMotivation https://t.co/1o5ftziulh",627,191,USA,-0.2996
2249,Trudeau says Canada will take refugees banned by U.S. | PBS NewsHour https://t.co/jsbRcrmoLV,625,247,USA,-0.4588
2250,"Al Qaeda in Kentucky: US May Have Let 'Dozens' of Terrorists Into Country as Refugees""...these are trained terrorists in the art of bombmaking that are inside the United States...""((Thanks @HouseDemocrats &amp; all the @GOP RINOS.))https://t.co/5MPFdqGJb9",624,918,USA,-0.7506
2251,"""I thought it was a joke and then I started screaming,"" Meghan McCain said of the revelation that Trump invited terrorists to Camp David but refused entry for Bahamian refugees https://t.co/4apC6LFpFe",619,233,USA,-0.5789
2252,"Trump wanted to have US forces equipped with bayonets to stop migrants at border, among other ideas that officials saw as harsh &amp; unworkable. (Also confirming reporting from [?]@juliehdavis[?] &amp; [?]@shearm[?] that Trump denied.) w/[?]@NickMiroff[?]:  https://t.co/K2BApYPuSt",616,304,USA,-0.7236
2253,BREAKING: The Trump administration is reportedly moving to begin collecting DNA samples from hundreds of thousands of detained migrants for entry into a national criminal database - The New York Times,615,337,USA,-0.7269
2254,Hundreds of migrant workers dying of heat stress in Qatar each year. Yet 100s of millions in bribes have made [?][?]@FIFAcom[?] blind to the fact that tourists and players can suffer/die from the heat. Qatar kills people nationally and internationally. https://t.co/aywgbdJcr3,615,268,USA,-0.8604
2255,"In addition to this issue, our government is determined to make them as miserable here as possible. The City of Laredo agreed to house migrants on this side of the border in vacant government buildings with air conditioning for $1 for 18 months. The feds said no.",614,399,USA,-0.2263
2256,the ellen thing is mostly depressing because of the oracular window it offers into trump's redemption tour on james corden in the future where president tom cotton is feeding climate refugees directly into a wood chipper,613,95,USA,-0.3818
2257,"I'm never uneasy about Muslims or undocumented people or migrant families passing me on the street.No, it's pissed-off, entitled, gun-toting, professed Christian white bigots emboldened by this President who terrify me.https://t.co/1o5ftziulh#WednesdayWisdom",612,176,USA,-0.2996
2258,"""it would be irresponsible for the United States to go abroad seeking large numbers of refugees to resettle when the humanitarian and security crisis along the southern border already imposes an extraordinary burden on the U.S. immigration system."" https://t.co/8GjzkRl2WX",611,245,USA,-0.7269
2259,"Qatar's modern-day slavery: 2,000 migrant workers forced to return home unpaid, despite the dispute committees and a fund established to pay them.The gang that used and abused them: @TamimBinHamad @A_AlAthbah @saifaalthani @ahjh_althani @Azmibishara https://t.co/31e1iiuGWD",611,305,USA,-0.8818
2260,"@columlynch In another example, an employee was apparently told by Assistant Secretary they wouldn't hire a foreign affairs officer for a job because Stull didn't trust him due to his relationship w/ UN Palestinian Refugees org &amp; the LGBTI community. A/S Moley denied this characterization: https://t.co/YU4goSvoZV",610,270,USA,-0.6809999999999999
2261,"@ChasFleury @nytimes If they were so afraid, I think every migrant worker should walk off the job for minimum of one week. America's crops / meat processing plants would halt. Honestly, these jobs are brutal, but the immigrants are literally putting food on our table.",609,48,USA,-0.1406
2262,"Migrant workers, from Flushing to Mississippi, are targeted, sexually assaulted and exploited every day.We systemically devalued and dehumanized these workers.I support @BernieSanders bc when he says he will fight for economic freedom and justice, he meant it for all people.",609,154,USA,-0.1531
2263,"This is one of the most vile, insidious, and deranged attacks this monstrous person has ever waged. I would say I am stunned by how far she will sink but I'm not. One, three RTs out of 10,000 tweets is not ""huge."" Two, those tweets are about defending refugees, not hating women. https://t.co/wmCRGrrz7G",607,83,USA,-0.0756
2264,"Beto O'Rourke: The Trump administration's push to extend the detention of migrant families is ""part of this larger attack on immigrants, and frankly on Hispanics that helped to produce one of the worst tragedies and acts of domestic terror we've seen in El Paso, Texas"" https://t.co/QahalpPj0y",607,274,USA,-0.9359999999999999
2265,"""We Are Coming for You Trump with Knives!"" - Feds Arrest Florida Migrant Omar Haji Mohammed after Threats to Stab President Trump https://t.co/zAb8xjd2nL via @gatewaypundit",604,659,USA,-0.8516
2266,"Horrible!! France continues to be a victim of countless terror attacks, including this latest attack. Should they STOP the free movement of migrants into the country without questioning their backgrounds??  https://t.co/LRaVwJg36M",602,311,USA,-0.9358
2267,Exclusive-Man Accused of Murdering Margery Magill Came to U.S. as Refugee https://t.co/lbEDK3bWnj via @BreitbartNews @JxhnBinder,601,601,USA,-0.7579
2268,"@HuffPost In addition to shaming them for being migrants, we're going to shame them for being women. Then if they get pregnant we will restrict abortion access and shame them for getting pregnant. How American!",601,79,USA,-0.8439
2269,"19 Palestinian Refugees Tortured to Death in Syrian Jails during 1st Half of 2019.A total of 1,759 Palestinian refugees are being held in Assad's torture dungeons.https://t.co/c0Qn8SZ9Et",601,386,USA,-0.9081
2270,"This is why @realDonaldTrump  is the #WhiteSupremacistInChief: creating a tweet to supposedly condemn gun violence, while specifically mentioning immigration.It is an intentional demonizing of migrants of color to play on the fear of his racist base.https://t.co/p0uQeSyLek https://t.co/pNFodk8YqC",600,384,USA,-0.9136
2271,You owe it to yourself to watch this video of Jeffrey Sachs explaining the origins of the Syrian civil war.Facts: Obama started it. Obama created the refugee crisis which has sunk Europe into a crisis which continues to this day.https://t.co/Mbjcx9yhTg,598,416,USA,-0.9022
2272,Video games are not the reason.If they were.  Then what video games separate #migrant families seeking #asylum and lock their children in cages?White Nationalistism &amp; White Supremacy are our National Security  threat.,597,258,USA,-0.2023
2273,"The hollowed out asteroid of Mek-Sha is a den of smugglers, pirates, mercenaries, traders, and refugees. A place where opportunity and danger can be found in equal measure. https://t.co/m5pncODBJc",597,95,USA,-0.4588
2274,"""Mr. Trump ... complains that unauthorized migrants 'pour into and infest' the United States [and] at one point even said he would order troops to open fire on migrants who throw stones. ...'Shoot them!' one man shouted. ... Mr. Trump smiled.""https://t.co/1A9q6kL85x",597,156,USA,-0.5983
2275,"El Paso loses its 'safe city' title - not from migrants, but a white man killing Latinos https://t.co/YcjB2qlJUe",597,210,USA,-0.7783
